is_target,p_before,p_after,delta_p
1,0.00016399525,0.0025446406,0.0023806454
0,0.9560088,0.97668743,0.02067864
0,0.89024043,0.8921827,0.001942277
1,5.4503707e-06,0.00020457472,0.00019912435
1,0.003982469,0.0056265476,0.0016440786
1,2.1120944e-05,0.0010159714,0.0009948504
1,0.00021147371,0.0016906429,0.0014791692
1,4.631671e-06,0.16269012,0.16268548
1,1.4270373e-06,0.0042866836,0.0042852564
1,2.3876742e-05,0.0005462694,0.0005223927
1,2.748287e-07,0.004046471,0.004046196
1,9.93028e-08,1.2220971e-05,1.2121668e-05
1,2.1631125e-05,0.0025542811,0.00253265
0,0.16599253,0.6335758,0.46758327
1,0.023698844,0.0968923,0.07319345
1,2.525729e-06,0.014323696,0.01432117
1,3.6253857e-07,6.9080916e-06,6.545553e-06
1,3.713274e-06,0.08957679,0.08957308
1,0.0012451858,0.006397821,0.0051526353
0,0.9362559,0.93333584,-0.0029200315
1,0.00406982,0.010326602,0.0062567815
0,0.7113036,0.78557295,0.074269354
1,0.0018903979,0.027019538,0.02512914
1,2.4555145e-08,2.9233895e-06,2.8988343e-06
0,0.99634993,0.99349713,-0.0028527975
1,6.155866e-06,0.00044483002,0.00043867415
1,0.008798947,0.016616058,0.007817111
1,0.00042326588,0.024188576,0.02376531
1,1.89586e-06,8.312309e-05,8.122723e-05
1,5.3589653e-09,5.3202282e-05,5.3196924e-05
1,3.3219236e-11,4.0403027e-08,4.036981e-08
1,3.0687342e-08,0.00042325445,0.00042322377
1,0.0009437711,0.008654811,0.0077110403
1,0.00043467668,0.01640781,0.015973134
0,0.9963445,0.9948507,-0.0014938116
1,0.0012124575,0.0129319625,0.011719505
1,0.30493668,0.32998785,0.025051177
1,1.7242962e-07,0.0036317226,0.0036315501
1,0.00082848256,0.03593674,0.035108257
1,0.014196844,0.022900496,0.008703652
1,1.5571196e-07,0.015172259,0.015172103
1,1.1037522e-06,8.7110086e-05,8.600633e-05
1,2.0690413e-05,0.00065640936,0.0006357189
1,0.0075274385,0.029309189,0.02178175
1,8.363214e-06,0.00052213616,0.00051377295
1,0.2054732,0.30939892,0.10392572
0,0.97519284,0.96646154,-0.008731306
1,0.001097719,0.047436494,0.046338774
1,0.0013575582,0.0022931297,0.0009355715
1,2.719046e-07,0.08444059,0.08444032
0,0.6475359,0.7553033,0.1077674
1,5.8084254e-07,0.05538792,0.05538734
1,3.9880357e-05,0.0021758722,0.0021359918
1,6.5579848e-06,0.039702766,0.03969621
1,5.5342975e-06,0.008200283,0.008194749
1,1.5966087e-08,1.3626629e-05,1.3610663e-05
1,0.0029603727,0.009778424,0.0068180514
0,0.984915,0.984361,-0.0005540252
1,1.2150165e-06,0.010533715,0.010532499
1,1.4953888e-06,0.18564454,0.18564305
1,0.0023471646,0.009732777,0.0073856125
1,1.42456775e-08,0.00016116498,0.00016115073
0,0.99463034,0.98979974,-0.004830599
1,9.401354e-05,0.003929669,0.0038356555
1,0.040063355,0.062543854,0.022480499
1,2.294761e-06,0.13649336,0.13649106
1,0.00015567789,0.0069008726,0.0067451946
1,0.0038644802,0.021143114,0.017278634
1,0.0005308029,0.004167044,0.0036362412
1,3.6591067e-07,0.00043752012,0.0004371542
1,9.378794e-10,1.1292022e-06,1.1282643e-06
1,0.0007827888,0.042989455,0.042206667
1,0.00039483755,0.002945289,0.0025504516
1,4.896178e-07,3.2306925e-05,3.1817308e-05
1,0.53413016,0.59123284,0.05710268
1,4.121748e-06,0.0003952413,0.00039111957
1,3.815583e-06,0.035495862,0.035492048
1,0.003262487,0.010765276,0.0075027887
1,9.7483216e-08,1.1773484e-05,1.1676001e-05
1,2.7659362e-07,0.00019520374,0.00019492715
1,1.640027e-05,0.0015154432,0.001499043
1,0.0002492935,0.0055677197,0.005318426
1,0.03620725,0.056640625,0.020433374
0,0.7726852,0.79487795,0.022192717
1,1.135999e-07,1.3290437e-05,1.31768375e-05
0,0.99154484,0.99205524,0.0005103946
1,2.1212772e-06,0.01829906,0.018296938
1,1.6467474e-07,2.0303341e-05,2.0138667e-05
1,0.019108666,0.057092767,0.037984103
1,0.00025282995,0.0021231705,0.0018703406
1,0.0012583532,0.012099125,0.010840772
1,2.8545743e-05,0.002552662,0.0025241163
1,0.0063111912,0.011827599,0.005516408
1,5.5022752e-05,0.004827014,0.0047719916
1,0.004229991,0.10546437,0.10123438
0,0.9942854,0.99208975,-0.0021956563
0,0.7428051,0.7966818,0.053876698
1,0.32114923,0.77645564,0.4553064
1,0.0006115587,0.0019486037,0.001337045
1,5.969978e-07,6.185869e-05,6.126169e-05
1,0.03635221,0.16099754,0.12464533
1,9.614298e-06,0.09159908,0.091589466
1,0.12712646,0.27491343,0.14778697
1,0.020076895,0.06332474,0.04324785
1,1.5018957e-06,0.077575736,0.07757423
1,2.1883866e-09,2.394269e-06,2.3920804e-06
1,0.00037443425,0.030673131,0.030298697
1,4.96895e-07,0.03644564,0.036445145
0,0.9906433,0.98826027,-0.0023830533
1,0.0002019974,0.010233515,0.010031518
1,1.9689248e-08,2.2995464e-05,2.2975775e-05
1,0.00077049667,0.0037348096,0.002964313
1,2.4708294e-10,2.9045316e-07,2.902061e-07
1,0.14548887,0.15984702,0.014358148
1,2.6867394e-07,0.0008640781,0.00086380943
1,0.00663934,0.020269,0.013629661
0,0.9622821,0.96126294,-0.0010191798
1,0.0014027948,0.006057297,0.004654502
1,3.4181453e-06,0.026261358,0.02625794
0,0.19723925,0.20275664,0.0055173934
1,9.841731e-08,1.18665175e-05,1.17681e-05
0,0.9863858,0.97538733,-0.0109984875
1,0.00020102032,0.012526205,0.012325184
1,0.003723189,0.14756386,0.14384067
1,0.001155276,0.0067196065,0.0055643306
1,3.4516492e-09,3.3914052e-06,3.3879535e-06
1,6.1369735e-07,6.757137e-05,6.695767e-05
1,0.00041634924,0.0041856486,0.0037692995
1,3.703871e-09,5.021445e-06,5.017741e-06
1,0.009015945,0.1442868,0.13527085
1,7.0305905e-05,0.0001839098,0.00011360389
1,6.173461e-07,0.12806723,0.12806661
1,4.9704e-10,5.440912e-07,5.435942e-07
1,4.7938656e-08,6.285412e-05,6.2806175e-05
1,0.1587334,0.26741588,0.10868248
1,0.10991655,0.20735689,0.09744033
1,2.0598476e-07,0.0491086,0.049108393
1,5.5692777e-05,0.0036164597,0.0035607668
0,0.9574763,0.9599582,0.0024818778
1,0.0022504416,0.04068513,0.038434688
1,0.06930181,0.09063763,0.021335825
1,0.00036195476,0.029726934,0.029364979
0,0.8334119,0.8199813,-0.013430595
1,2.5933252e-05,0.0013328273,0.001306894
1,0.006750166,0.13504751,0.12829734
1,0.03889587,0.060926534,0.022030663
1,6.580144e-08,7.901816e-06,7.836015e-06
1,1.2262484e-06,0.00010306405,0.0001018378
1,0.0011182845,0.007959663,0.0068413783
0,0.9735936,0.9763071,0.0027135015
1,3.2435597e-07,0.00028880496,0.0002884806
0,0.9948154,0.99340445,-0.0014109612
1,0.033265535,0.053300437,0.020034902
1,0.0066713407,0.049652483,0.042981144
1,3.177398e-07,0.050109778,0.05010946
1,2.6038105e-08,2.9031595e-05,2.9005556e-05
1,1.09150615e-05,0.00015572431,0.00014480925
1,0.014481299,0.04123251,0.026751213
1,2.389339e-07,2.6680307e-05,2.6441374e-05
1,0.00074824283,0.012342759,0.011594516
1,0.060377683,0.1562273,0.09584962
1,4.8841057e-06,0.0003737604,0.0003688763
1,0.0002871259,0.026093176,0.025806049
1,8.68317e-06,0.00059789896,0.0005892158
1,0.095612265,0.13110632,0.035494052
1,4.511687e-06,0.22189672,0.22189221
0,0.95196044,0.9612561,0.009295642
1,6.298132e-07,5.0265004e-05,4.963519e-05
1,3.6205026e-07,0.0012246039,0.0012242418
0,0.45905948,0.7317087,0.27264923
1,0.00059853395,0.005081351,0.004482817
1,5.1541306e-08,0.009401336,0.009401285
1,1.5495572e-06,0.18259047,0.18258892
1,0.00016039847,0.00054262875,0.00038223027
0,0.17569476,0.20463283,0.02893807
1,1.4399535e-06,0.13550141,0.13549997
1,0.00024015845,0.0014500337,0.0012098753
1,2.7117296e-06,0.15191118,0.15190847
1,2.2893955e-06,0.0001198958,0.0001176064
1,6.036144e-10,5.1579e-07,5.151864e-07
0,0.9584905,0.9571988,-0.0012916923
1,6.9198586e-10,7.030857e-07,7.0239366e-07
1,0.006073857,0.026362453,0.020288596
1,1.1487983e-07,0.0017569141,0.0017567992
1,0.00030393133,0.016570479,0.016266547
1,0.022278586,0.071500555,0.04922197
1,0.77394086,0.6940032,-0.07993764
1,3.1577468e-10,2.2682705e-06,2.2679546e-06
1,0.0076442873,0.0147430105,0.007098723
1,7.3161893e-10,5.663815e-07,5.656499e-07
0,0.9462394,0.95450085,0.008261442
1,0.96587425,0.9569536,-0.00892067
1,1.7572092e-05,0.00070496794,0.00068739586
1,0.0019813688,0.0038234345,0.0018420657
1,0.25287884,0.2472929,-0.0055859387
0,0.15716219,0.17758985,0.02042766
0,0.88289475,0.8527779,-0.030116856
1,2.4318982e-07,0.00023503254,0.00023478935
1,8.3715736e-07,0.14744502,0.14744419
1,0.0030624056,0.008529718,0.0054673124
1,1.755217e-07,0.00255336,0.0025531845
1,2.2863456e-07,0.0019424846,0.001942256
0,0.49789584,0.48078236,-0.017113477
1,4.914199e-07,6.1167534e-06,5.6253334e-06
1,2.1466587e-08,0.00043578434,0.00043576286
0,0.8437328,0.8206345,-0.02309829
1,7.5776865e-05,0.005097538,0.005021761
1,0.00031759127,0.0033314128,0.0030138216
1,0.0166821,0.03840476,0.02172266
1,0.00013024357,0.006982963,0.0068527195
1,0.000850191,0.0039685615,0.0031183707
1,0.0021879934,0.018909609,0.016721616
1,0.027677141,0.04150322,0.01382608
1,0.037442155,0.31875482,0.28131267
1,5.215171e-06,0.00038096734,0.00037575216
1,1.758968e-07,0.0002095453,0.00020936939
1,1.1761542e-05,4.26705e-05,3.090896e-05
1,1.4536711e-06,0.00014847697,0.0001470233
1,0.014330471,0.05240769,0.03807722
1,0.00077654055,0.0060391147,0.005262574
0,0.9603855,0.9420559,-0.01832962
1,0.00039169315,0.034188416,0.033796724
1,8.943213e-05,0.0008730854,0.0007836533
1,7.618854e-06,0.00037217114,0.00036455228
1,0.0045712925,0.1497621,0.1451908
1,3.7044786e-06,0.23640667,0.23640296
1,0.24344523,0.3656718,0.12222658
1,0.0044266135,0.030907094,0.026480481
1,0.00014486014,0.0059838234,0.005838963
1,0.1445206,0.1809218,0.036401197
1,0.026186232,0.18565367,0.15946744
1,0.0020915216,0.0145860985,0.012494577
1,0.19832303,0.19988996,0.0015669316
1,0.003527408,0.0076109744,0.0040835664
1,1.5291007e-06,0.1839725,0.18397096
1,1.9330298e-06,0.0055037425,0.0055018095
1,0.014595846,0.062758856,0.04816301
1,5.4487105e-06,0.021943487,0.021938039
1,3.5359016e-09,2.8947254e-06,2.8911895e-06
1,1.24526345e-08,0.00022158008,0.00022156762
1,0.0022094706,0.0057546375,0.003545167
1,3.133344e-10,6.8261957e-06,6.8258823e-06
1,2.5083443e-08,0.00024490006,0.00024487497
1,5.272997e-06,0.00049471814,0.00048944517
1,1.3258848e-08,1.22135725e-05,1.2200314e-05
1,1.2912735e-06,6.780774e-05,6.651647e-05
1,0.0003181151,0.003645267,0.003327152
1,0.00042592388,0.039314117,0.038888194
1,0.055022143,0.33674142,0.28171927
1,0.20758198,0.2625006,0.054918632
1,9.346073e-06,0.00038000246,0.00037065637
1,0.0164451,0.08067301,0.06422791
1,0.0010627527,0.007445685,0.0063829324
0,0.96119076,0.94823366,-0.012957096
1,1.1712737e-08,1.2703525e-05,1.2691812e-05
1,2.1349067e-06,0.037355594,0.03735346
1,3.5975896e-07,0.0004189406,0.00041858084
1,1.9537465e-06,0.00022785585,0.00022590211
1,0.008384531,0.09307968,0.084695145
1,0.13234165,0.1756326,0.043290943
1,0.05877437,0.0957012,0.036926832
0,0.9252206,0.8947336,-0.030487001
1,0.25300467,0.39789099,0.14488631
1,3.4503114e-06,0.009547587,0.009544136
1,4.168878e-05,0.0035669617,0.003525273
1,0.040879477,0.06588669,0.025007214
1,0.04409117,0.057959232,0.013868064
1,0.0363409,0.5237789,0.48743802
0,0.89541674,0.9083684,0.012951672
1,0.00045134424,0.0011277488,0.0006764045
1,1.4801902e-05,0.16514446,0.16512966
1,0.008472296,0.011953707,0.0034814104
1,0.7360937,0.7601545,0.024060786
1,1.7716267e-06,0.07578436,0.07578259
1,9.201988e-08,0.03707218,0.03707209
1,1.2835993e-07,0.0376019,0.037601773
1,0.00052212016,0.062156904,0.061634783
1,5.254969e-05,0.0038440204,0.0037914708
1,1.0142639e-05,0.015321554,0.015311411
1,0.30122077,0.551925,0.25070423
1,2.7407324e-07,0.06812996,0.06812968
1,1.5200286e-05,0.0016739737,0.0016587735
1,0.00025342993,0.023206843,0.022953413
1,7.1787986e-07,0.07022148,0.07022077
0,0.45256162,0.4702831,0.017721474
0,0.9891179,0.98769546,-0.0014224648
1,0.00096701965,0.052061647,0.05109463
1,0.00036889265,0.0012572694,0.00088837673
1,0.006409094,0.02620691,0.019797817
1,0.012056866,0.17294712,0.16089025
1,6.2242575e-06,0.00043357126,0.000427347
1,0.0023218198,0.0076445523,0.0053227325
1,7.078596e-07,7.8589255e-05,7.78814e-05
1,2.1586559e-10,1.5449574e-07,1.5427987e-07
1,0.028225623,0.05970782,0.031482197
1,1.8352339e-09,1.5723385e-06,1.5705033e-06
1,2.455409e-10,9.6664756e-08,9.6419214e-08
1,6.671948e-06,0.0006982363,0.00069156435
1,8.8579185e-07,0.068256766,0.06825588
1,0.0005494714,0.009814055,0.009264584
1,0.006582783,0.18875796,0.18217517
1,0.001973084,0.006177313,0.0042042295
1,0.0013060147,0.009794112,0.008488097
0,0.9217467,0.9354494,0.01370275
1,0.10041488,0.1245155,0.024100624
1,3.2434626e-05,0.00023794587,0.00020551126
1,0.0014531185,0.0036070743,0.0021539559
1,1.2070495e-08,1.4354111e-06,1.4233407e-06
0,0.14058554,0.15651502,0.015929475
0,0.96751326,0.9520298,-0.015483439
1,0.044328008,0.07841106,0.03408305
1,0.08411954,0.13657273,0.05245319
1,1.8886095e-06,0.25191647,0.2519146
1,0.0006854219,0.044682387,0.043996964
0,0.74369025,0.7730155,0.029325247
0,0.8343145,0.8014154,-0.03289914
1,1.1236324e-06,0.010038095,0.010036971
1,0.0022145917,0.011250715,0.009036123
1,7.4459713e-06,0.17675516,0.17674771
1,6.698621e-09,6.043308e-06,6.0366096e-06
1,0.1274906,0.257648,0.1301574
1,0.00015297053,0.00074307626,0.0005901057
1,9.721634e-11,8.957921e-08,8.948199e-08
1,0.0004973064,0.048700683,0.048203375
1,9.500783e-10,9.866006e-07,9.856506e-07
1,0.009614053,0.05806663,0.048452575
0,0.2052688,0.3103932,0.105124414
1,2.1441293e-08,0.00022496437,0.00022494294
1,4.554348e-06,1.3509877e-05,8.955529e-06
0,0.038754646,0.118662804,0.07990816
1,0.00015378257,0.016431384,0.016277602
1,2.2033334e-13,3.7842462e-09,3.784026e-09
1,3.4359513e-07,2.4056471e-06,2.062052e-06
1,3.6206522e-08,4.298975e-06,4.2627685e-06
1,0.030386964,0.048699476,0.018312512
0,0.95011306,0.95218134,0.0020682812
1,0.18747652,0.24023975,0.05276324
1,0.0014447039,0.002043523,0.000598819
1,0.005045041,0.018134905,0.013089864
1,4.059048e-08,4.30744e-05,4.303381e-05
1,2.6511994e-08,0.00045245787,0.00045243136
0,0.4552244,0.54035676,0.08513236
1,0.0011378165,0.004966202,0.0038283858
1,0.0048272493,0.007971896,0.0031446465
1,0.008543357,0.015303761,0.0067604035
1,1.6042228e-06,0.00010891385,0.00010730963
0,0.8756102,0.8915303,0.015920103
1,8.093394e-05,0.00045432188,0.00037338794
1,2.6722896e-07,0.0002753393,0.00027507206
1,5.2338885e-07,0.045089412,0.04508889
1,0.0015296673,0.013131605,0.011601938
1,0.09769599,0.3022418,0.20454581
1,0.00712037,0.018663282,0.011542912
1,0.24400105,0.49220723,0.24820618
1,0.00027136182,0.00082565437,0.0005542926
0,0.7755612,0.8026461,0.027084887
1,0.0016204935,0.036948565,0.03532807
1,0.0041032853,0.018604983,0.014501697
1,0.02738952,0.037297677,0.0099081565
1,5.321274e-07,0.11269865,0.11269812
0,0.5460527,0.7141978,0.16814512
1,1.3700014e-09,1.1346297e-06,1.1332596e-06
1,0.027495816,0.12510249,0.097606674
0,0.98267245,0.97476375,-0.007908702
1,1.3844129e-06,9.5947384e-05,9.456297e-05
1,3.1587515e-08,0.00039408836,0.00039405678
1,0.0548051,0.07169116,0.016886063
1,6.512898e-07,0.0069078645,0.006907213
1,0.004076104,0.13742578,0.13334967
1,0.000102186685,0.003969045,0.0038668583
1,6.114696e-09,7.738139e-05,7.7375276e-05
1,5.8426384e-08,1.2059583e-06,1.1475319e-06
1,0.0052917176,0.010919099,0.005627381
1,0.030140705,0.06658248,0.036441773
1,1.4832087e-06,2.9233366e-05,2.7750157e-05
1,1.7084256e-08,2.1001342e-05,2.0984258e-05
1,3.1122033e-06,3.399562e-05,3.0883417e-05
1,0.027184997,0.04360609,0.016421095
0,0.9256382,0.92563254,-5.6624413e-06
1,0.012282103,0.015388232,0.0031061284
1,0.002419091,0.007128735,0.0047096442
0,0.9004169,0.95011824,0.049701333
1,0.09027725,0.12972572,0.039448477
1,2.0774816e-05,0.0026320245,0.0026112497
1,0.014236863,0.017504029,0.0032671662
1,3.54658e-07,3.368329e-05,3.332863e-05
1,0.0009011661,0.06124127,0.060340103
1,0.0006515499,0.005440355,0.004788805
1,8.3110734e-07,0.0020401806,0.0020393494
1,7.241883e-08,4.3471633e-07,3.622975e-07
1,5.022151e-07,3.916134e-05,3.8659124e-05
1,0.119554944,0.22216356,0.10260861
1,5.456743e-07,0.0025622225,0.0025616768
1,0.008151345,0.12521239,0.11706104
1,1.7338136e-06,0.00015861975,0.00015688593
1,4.1988002e-08,5.170756e-05,5.166557e-05
1,1.4172481e-06,0.020029498,0.02002808
1,9.863178e-05,0.006281155,0.0061825234
1,0.0005101028,0.028075404,0.027565302
1,0.001965512,0.0053227264,0.0033572144
1,6.020136e-05,0.0042922143,0.004232013
1,0.7265799,0.83891946,0.112339556
0,0.9406934,0.92910093,-0.011592448
1,1.3124932e-07,0.00015337001,0.00015323877
0,0.05371527,0.101800434,0.048085164
1,0.0006812232,0.0036968354,0.0030156123
1,0.01148703,0.018792646,0.0073056156
1,0.002151268,0.008826348,0.00667508
1,0.0115749985,0.014531315,0.0029563168
0,0.9960139,0.9937418,-0.0022720695
1,0.010999985,0.08207186,0.07107188
1,0.00036353615,0.002992067,0.0026285308
1,0.016744051,0.1859782,0.16923416
1,0.00028892668,0.022378197,0.02208927
1,0.0005601027,0.002676477,0.0021163742
0,0.9525057,0.9425542,-0.009951532
1,1.2537965e-06,4.070421e-05,3.9450413e-05
1,1.687913e-08,1.3679984e-05,1.3663104e-05
1,0.03723397,0.10201887,0.0647849
1,5.004037e-05,0.00032366702,0.00027362665
1,1.5297392e-06,0.002961434,0.0029599043
1,0.023140937,0.059553485,0.03641255
1,0.080447614,0.17236055,0.09191294
1,0.031987533,0.073636636,0.041649103
1,1.9443971e-06,0.0014333244,0.00143138
0,0.78423357,0.90257055,0.118336976
1,6.474145e-10,5.3409667e-07,5.334493e-07
1,9.568138e-07,0.0086138435,0.008612887
1,1.7943597e-08,2.0066936e-05,2.0048992e-05
1,4.6596666e-05,0.0054860683,0.0054394715
1,2.8659724e-06,0.013907691,0.013904826
1,2.6459462e-12,4.5580528e-08,4.557788e-08
1,5.2063565e-06,0.00933083,0.0093256235
1,4.690783e-06,0.00045537745,0.00045068667
1,2.6159492e-05,0.0027563355,0.002730176
1,0.00039463947,0.0022561953,0.0018615559
1,0.00022293448,0.0016448569,0.0014219224
1,0.01675837,0.03848432,0.02172595
1,0.007859783,0.012596997,0.004737214
1,5.168208e-07,9.766655e-06,9.249834e-06
1,8.4056985e-08,2.1260634e-05,2.1176576e-05
1,7.934334e-08,0.022043947,0.022043867
1,2.308875e-06,0.0006441604,0.0006418515
1,8.081764e-07,8.752105e-05,8.671288e-05
0,0.9984902,0.99730563,-0.0011845827
1,7.8941684e-07,0.00835354,0.00835275
1,0.0034029023,0.03567753,0.032274626
0,0.85805225,0.8737781,0.015725851
1,0.00012952347,0.0013431598,0.0012136364
1,5.0914892e-08,0.00027198097,0.00027193007
1,8.66275e-07,0.003119407,0.0031185406
1,1.7176198e-07,1.6266607e-05,1.6094846e-05
1,5.277622e-08,6.3601965e-07,5.8324343e-07
0,0.8980631,0.9351208,0.037057698
0,0.99447155,0.9909757,-0.003495872
0,0.9555143,0.963037,0.007522702
0,0.9888298,0.9824684,-0.0063613653
1,0.08978188,0.14404832,0.054266438
0,0.54908687,0.6114907,0.062403858
1,0.0045586773,0.0092807645,0.004722087
1,1.2041305e-05,0.0006653094,0.00065326807
1,5.900543e-10,7.609054e-07,7.6031534e-07
1,4.907425e-05,0.00038150564,0.0003324314
1,2.0697906e-08,0.00038609226,0.00038607157
1,4.6838754e-06,0.00038296892,0.00037828504
1,4.977487e-08,1.2233501e-05,1.21837265e-05
1,8.4228595e-05,0.0045298627,0.004445634
0,0.93517065,0.94504344,0.009872794
1,1.8424681e-09,1.076482e-07,1.0580573e-07
1,0.0009418618,0.056577735,0.055635873
1,1.3414139e-05,0.00067321,0.0006597959
1,1.5531874e-08,1.8568282e-05,1.855275e-05
0,0.8143306,0.8022502,-0.012080371
1,0.045043334,0.0703624,0.025319062
0,0.5345915,0.6115735,0.07698202
1,2.2336426e-09,1.8202968e-08,1.5969325e-08
1,0.011384608,0.039797135,0.028412526
0,0.98289824,0.9883978,0.0054995418
1,0.024331277,0.14035878,0.1160275
1,1.6454844e-09,3.221616e-05,3.2214517e-05
1,2.7593383e-06,0.00014907047,0.00014631114
1,0.0006581618,0.017415997,0.016757835
1,4.601291e-09,8.726639e-05,8.726179e-05
1,0.0036406002,0.07308141,0.06944081
1,3.663307e-09,2.9805587e-06,2.9768955e-06
1,0.013233101,0.024268689,0.011035588
1,0.0038742605,0.14561746,0.1417432
1,0.014689126,0.045810994,0.031121869
1,0.7822572,0.82169753,0.039440334
1,4.5360096e-10,7.155725e-06,7.1552718e-06
1,1.9019025e-08,2.0466682e-06,2.027649e-06
1,0.011724796,0.08279847,0.07107368
1,9.773453e-08,1.0330014e-05,1.023228e-05
0,0.8919784,0.9350958,0.043117404
1,0.0010609466,0.004172543,0.0031115965
1,0.034814324,0.050566185,0.015751861
1,2.8788664e-08,1.8995896e-05,1.8967106e-05
1,0.029703867,0.049133074,0.019429207
1,6.650301e-06,0.00077776896,0.0007711187
1,8.711787e-07,0.018307285,0.018306414
1,3.6343918e-06,0.00020721153,0.00020357713
1,1.5157882e-05,0.0016492291,0.0016340712
1,1.3717003e-07,1.5907222e-05,1.5770052e-05
1,7.341198e-10,5.9049376e-07,5.897596e-07
1,0.0009836293,0.04080419,0.03982056
1,0.3900773,0.6452144,0.2551371
1,2.894402e-09,3.8388076e-05,3.838518e-05
1,0.00077241444,0.037337795,0.036565382
1,0.0015852135,0.0044253855,0.002840172
1,0.071250886,0.08216468,0.010913797
1,0.005924005,0.0145860575,0.008662052
1,0.000885896,0.0018450558,0.00095915986
1,0.0001696362,0.0005655248,0.00039588858
1,0.00047405067,0.004059261,0.0035852105
1,8.799153e-06,0.049294047,0.049285248
1,5.0226703e-05,0.0007561296,0.00070590293
1,0.41323924,0.6112513,0.19801205
1,0.00967773,0.13144568,0.121767946
1,0.020607779,0.060661014,0.040053234
1,0.0052354434,0.01321561,0.007980166
1,9.272121e-07,0.0012330265,0.0012320993
1,8.935633e-08,0.027015701,0.027015612
1,2.1692044e-06,7.889579e-05,7.672659e-05
1,1.0413463e-06,0.0003290521,0.00032801076
1,0.009536235,0.02790655,0.018370315
1,0.009233108,0.08314379,0.07391068
1,1.5999426e-06,8.171233e-06,6.5712907e-06
1,1.3953319e-06,0.04120225,0.041200854
1,0.00093456206,0.0032217996,0.0022872374
1,1.8541942e-07,0.044103146,0.04410296
1,6.8025446e-10,6.6279824e-07,6.62118e-07
1,0.0009016017,0.029344477,0.028442875
1,0.3503329,0.4023651,0.052032202
1,0.00050937635,0.0041329786,0.0036236022
1,0.002029744,0.0060413377,0.0040115938
1,1.5009514e-05,0.012723693,0.0127086835
1,0.031956613,0.14050432,0.1085477
1,2.7460235e-06,0.00023865548,0.00023590947
1,0.00054953236,0.02457336,0.024023827
1,1.0479071e-08,0.000112858565,0.00011284809
1,1.9316888e-09,1.8262704e-06,1.8243387e-06
1,0.012082886,0.05037077,0.038287885
1,0.5674662,0.6579798,0.09051359
1,1.2626043e-07,0.0020593,0.0020591738
1,1.1888454e-06,0.065519035,0.06551784
1,0.0006574354,0.0036318293,0.0029743938
1,1.7070914e-05,0.0018298221,0.0018127512
0,0.7276864,0.7697122,0.042025805
1,1.8789938e-10,1.04025375e-07,1.0383748e-07
1,7.850637e-06,0.041182786,0.041174937
1,3.587192e-05,0.3098277,0.3097918
1,1.3996704e-07,1.59614e-05,1.5821432e-05
1,0.00042788486,0.0029783342,0.0025504492
1,3.7864747e-09,4.067687e-06,4.0639e-06
1,0.108963534,0.2891037,0.18014015
0,0.8397721,0.83783895,-0.0019331574
1,4.7210953e-08,5.087891e-05,5.08317e-05
1,0.001018017,0.006571936,0.005553919
